CustomerID;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC
A0088;4000;58000;69440;HomeImp;Other;3.5;0;1;168.66666667;0;18;
A0089;4000;5700;18000;DebtCon;Other;;0;0;12.2;0;17;
A0090;4000;45000;58350;HomeImp;Mgr;3.5;0;0;162;3;16;
A0091;4000;7000;16020;HomeImp;Other;18;0;1;85.8;2;23;
A0092;4000;66000;79050;HomeImp;Other;1.8;2;0;279;1;6;
A0093;4000;;45760;HomeImp;;0;0;0;;0;0;
A0095;4000;64240;63990;HomeImp;Sales;5;2;0;160.3;1;23;
A0096;4000;74000;93000;HomeImp;ProfExe;2.6;1;3;186.63333333;;9;
A0097;4000;55000;59000;DebtCon;Other;12;2;0;146.1;0;22;
A0098;4000;67625;80698;HomeImp;Mgr;11;;1;212.34930388;0;25;39.128717628
A0099;4000;67533;71865;HomeImp;Mgr;10;;2;227.79298841;0;25;39.166328703
A0100;4100;;19132;HomeImp;Other;0;0;0;100.77465221;0;19;33.840919904
A0102;4100;57992;63797;DebtCon;ProfExe;7;0;4;165.50503695;1;31;22.27817437
A0103;4200;56544;59218;HomeImp;Office;19;0;0;211.00259912;1;20;19.027704425
A0104;4200;34800;50225;HomeImp;Other;2;1;0;93.5;1;5;
A0106;4200;44000;55085;DebtCon;;6;;1;75.433333333;;16;
A0107;4200;66272;82953;HomeImp;Other;3;0;0;110.27866259;0;15;43.450587911
A0108;4200;50216;58541;HomeImp;Office;19;0;0;209.87130224;0;19;20.20803267
A0109;4300;71206;78698;DebtCon;Sales;3;0;0;129.93286902;0;31;34.181376516
A0111;4300;72021;80027;HomeImp;Other;2;2;0;263.97030029;0;5;36.432093937
A0113;4400;;60250;;;;;;;;;
A0114;4400;53091;64074;DebtCon;Office;14;1;3;89.86105825;0;17;39.158084834
A0115;4500;66127;79087;HomeImp;Other;4;1;0;81.349065098;0;15;40.70530876
A0116;4500;;77182;;;;;;;;;25.227252904
A0117;4500;39000;66000;HomeImp;Other;1;0;0;170.36666667;1;19;
A0118;4500;71082;79247;HomeImp;Other;4;0;0;118.76041007;0;14;41.421110521
A0119;4500;;49044;HomeImp;;0;0;0;;0;0;11.652738796
A0120;4500;57000;;HomeImp;Other;5;;;222.6;1;13;
A0121;4500;34184;46000;HomeImp;Mgr;3.5;0;1;122.6;2;22;
A0122;4500;66517;87000;DebtCon;ProfExe;10;0;4;125.8;0;34;
A0123;4500;45500;50000;HomeImp;Other;6;0;0;86.166666667;0;18;
A0124;4500;118000;146870;HomeImp;ProfExe;4.5;2;0;203.86666667;1;20;
A0127;4700;71855;88566;HomeImp;Other;2;2;0;283.95953809;0;5;36.475473283
A0128;4700;53918;59511;DebtCon;;6;;0;54.13647743;;15;34.416507811
A0129;4700;49100;58238;HomeImp;ProfExe;0.1;0;0;61.8;2;17;
A0130;4700;88026;115506;HomeImp;ProfExe;6;0;0;182.24833156;0;27;29.20902258
A0131;4700;26900;45000;HomeImp;ProfExe;9;1;2;90.466666667;1;16;
A0132;4800;67317;97191;;Mgr;3;0;0;137.31972481;0;23;34.275293777
A0133;4800;56067;63102;DebtCon;ProfExe;9;0;3;160.14631128;1;30;21.583760121
A0134;4800;80482;88342;HomeImp;ProfExe;7;0;0;275.03239483;0;11;43.717635112
A0135;4900;58688;63348;DebtCon;ProfExe;9;0;3;179.16257471;2;31;22.544392837
A0136;4900;65873;90408;;Mgr;2;0;0;141.85899895;0;23;37.76961861
A0137;4900;25597;23031;HomeImp;Other;5;0;0;101.74676644;0;8;33.243156978
A0138;4900;67794;84630;HomeImp;Other;4;0;0;112.57341888;0;15;41.673996362
A0139;4900;44000;59745;HomeImp;Other;10;0;0;81.5;3;13;
A0140;4900;;28437.5;HomeImp;;;;;;;;
A0141;4900;170986;245300;DebtCon;Sales;;0;0;131.93333333;0;22;
A0142;4900;65576;65774;HomeImp;Other;6;1;2;61.64250608;1;14;40.590910018
A0143;4900;57461;68494;DebtCon;ProfExe;8;0;4;183.63561323;0;30;22.795423552
A0144;4900;;69706;;;;;;;;;33.705587738
A0145;5000;;34846;HomeImp;;;;;;;;33.354652626
A0146;5000;47479;61690;DebtCon;;5;;0;65.032969007;;16;36.699414922
A0147;5000;66839;87168;HomeImp;Other;4;0;0;122.59722258;0;15;40.616779346
A0149;5000;90059;113714;HomeImp;ProfExe;7;0;0;193.63644686;0;28;25.897316482
A0150;5000;22320;34900;HomeImp;Other;10;0;0;65.7;1;5;
A0151;5000;40000;70500;HomeImp;Mgr;0.4;0;0;61.766666667;2;8;
A0152;5000;100882;102700;HomeImp;Mgr;5;0;1;58.866666667;0;16;
A0153;5000;31000;47350;HomeImp;ProfExe;12;;;;;;
A0154;5000;63125;126500;HomeImp;Office;3;0;0;100.3;0;14;
A0155;5000;100000;129693.5;HomeImp;Mgr;13;;;;;;
A0156;5000;;132000;HomeImp;Other;17.5;0;2;121.9;0;14;
A0157;5000;;9100;HomeImp;Other;1;0;0;54.733333333;2;8;
A0159;5000;;71277;HomeImp;Other;10;0;0;72.433333333;1;12;
A0160;5000;123000;157500;HomeImp;Mgr;9;;;;;;
A0162;5000;;52000;HomeImp;Other;;0;1;285.33333333;0;6;
A0164;5000;6000;38575;HomeImp;Self;7;0;1;335.03333333;3;42;
A0167;5000;73126;87500;DebtCon;Other;1;0;0;125.96666667;2;10;
A0168;5000;72517;86250;DebtCon;Mgr;19;0;1;300.36666667;1;24;
A0169;5000;26037;35000;HomeImp;ProfExe;12;0;0;182.63333333;0;13;
A0170;5000;39000;50340;HomeImp;Office;10;;;179.83333333;;19;
A0171;5000;;26550;DebtCon;Other;1.7;0;0;276.96666667;1;14;
A0173;5000;;36375;HomeImp;Other;3;0;0;266.8;1;26;
A0174;5000;74225;89640;DebtCon;ProfExe;0.3;;;;;;
A0175;5000;;65400;HomeImp;Office;1.5;0;0;51.766666667;0;4;
A0176;5000;;37500;HomeImp;Other;;0;3;107.13333333;10;5;
A0177;5000;78565;98500;DebtCon;ProfExe;24;0;0;51.766666667;3;14;
A0178;5000;59900;80800;DebtCon;ProfExe;15;0;0;219.13333333;1;18;
A0179;5000;10171;26809;HomeImp;Office;13;3;6;228.3;0;24;
A0182;5000;68000;75616;DebtCon;ProfExe;0.1;0;0;131.86666667;0;30;
A0183;5000;71571;85100;DebtCon;ProfExe;1.4;0;1;82.133333333;0;13;
A0184;5000;28000;36810;DebtCon;Other;2;1;0;222.2;1;6;
A0185;5000;40000;32480;HomeImp;Other;8;3;2;163.36666667;1;16;
A0186;5000;81748;;DebtCon;ProfExe;14;1;2;144.06666667;2;17;
A0187;5000;44674;59375;HomeImp;Office;10;;;178.6925087;;19;26.448197463
A0188;5000;61999;75021.3;HomeImp;Other;5;0;0;97.1;0;23;
A0189;5000;80153;97275;DebtCon;Other;1;0;0;120.67506316;2;10;37.512708409
A0190;5000;68739;93435;;Mgr;3;0;0;148.72040469;0;23;36.669278612
A0191;5000;51209;55320;DebtCon;;5;;1;69.107465597;;15;35.025072968
A0193;5000;;46281;HomeImp;Other;2;0;0;257.6522064;0;26;40.952588884
A0194;5000;66435;82819;HomeImp;Other;2;0;0;125.13062556;0;14;42.183538672
A0195;5100;179725;251962;DebtCon;Sales;;0;0;127.49881344;0;22;40.308259362
A0196;5100;85583;115341;HomeImp;ProfExe;7;0;0;177.95825512;1;28;26.257970132
A0197;5100;72891;80691;HomeImp;Other;1;1;0;273.88170516;0;6;39.852146515
A0198;5100;30755;46735;HomeImp;Other;10;0;0;69;0;17;
A0199;5100;;26715;DebtCon;Other;1;0;0;258.78929762;0;14;26.722343337
A0200;5100;87258;121382;HomeImp;ProfExe;6;0;0;181.66304016;0;28;25.444759149
A0201;5100;;28291;DebtCon;Other;2;0;0;277.94456081;1;14;23.644691283
A0202;5100;9900;30451;HomeImp;Other;11;0;0;21.2;0;2;
A0203;5100;93000;116875;HomeImp;Other;10;;;417.63333333;2;50;
A0204;5100;15500;34000;DebtCon;Other;0;1;2;86.233333333;2;13;
A0205;5100;129319;141875;HomeImp;Sales;7;1;0;157.85980209;0;36;25.650741224
A0206;5100;66834;87361;HomeImp;Other;0;2;0;290.03410799;0;6;38.766985071
A0207;5100;73882;96031;DebtCon;Other;0;0;0;125.78740011;1;10;34.446079222
A0208;5100;74071;97064;DebtCon;Other;0;0;0;121.0759726;2;9;36.401729548
A0209;5100;62702;79784;HomeImp;Other;2;0;0;108.07259081;0;15;43.290139816
A0210;5200;;36425;DebtCon;Other;2;0;0;266.81346457;1;14;23.797401058
A0212;5200;43039;53521;HomeImp;Office;11;;;184.29668729;;19;24.414763177
A0213;5200;19000;26000;DebtCon;Other;0;1;0;17.2;10;7;
A0214;5200;;9500;DebtCon;Other;1;0;1;81.1;1;2;
A0215;5200;91250;110000;HomeImp;Office;24;0;0;123.76666667;1;12;
A0216;5200;16324;45187;HomeImp;Self;;0;0;221.11808171;0;11;42.712093844
A0217;5200;40564;39527;HomeImp;Other;0;0;0;157.77103572;1;13;72.670433313
A0218;5300;73698;84427;DebtCon;;4;;;;;;19.131201179
A0219;5300;66987;65111;HomeImp;Sales;4;1;0;175.32870382;1;22;40.442570389
A0220;5300;26908;36078;HomeImp;Other;;0;0;302.35870946;0;8;39.196985402
A0221;5300;;49396;HomeImp;;0;0;0;;0;0;12.043670576
A0222;5300;44993;50673;HomeImp;Office;7;;;184.74276716;;18;27.906122726
A0223;5300;51000;64000;HomeImp;Mgr;10;1;0;98.333333333;0;12;
A0224;5300;75958;91703;DebtCon;Other;0;0;0;124.1821788;1;10;34.599060194
A0225;5300;97132;117343;HomeImp;Office;22;0;0;109.93390789;1;11;35.8385427
A0226;5300;60826;80826;HomeImp;Mgr;10;;1;212.89174607;0;25;38.591494028
A0227;5300;83552;96809;DebtCon;ProfExe;0;;;;;;28.423961906
A0229;5300;50934;62957;HomeImp;Office;21;0;0;197.24195728;0;20;19.350505633
A0230;5400;53429;64505;DebtCon;;5;;0;69.542430107;;16;36.480236299
A0231;5400;;65474;HomeImp;Office;1;0;0;40.709849004;0;4;37.848771035
A0232;5400;47844;52040;HomeImp;Office;8;;;189.03430464;;18;24.701136262
A0234;5400;59720;63450;HomeImp;ProfExe;5;0;1;199.9;1;20;
A0235;5400;86922;119846;HomeImp;ProfExe;5;0;0;185.07634726;1;28;26.354889295
A0236;5400;68625;82304;DebtCon;Sales;2;0;0;136.63294416;0;30;32.05002349
A0237;5400;65814;85848;HomeImp;Other;4;0;0;122.9402886;0;15;44.092325682
A0238;5400;;75254;;;;;;;;;23.163742947
A0239;5400;78300;88000;HomeImp;ProfExe;8;0;0;102.5;3;19;
A0241;5500;70481;82446;HomeImp;Other;8;0;1;116.59197688;0;24;37.612682724
A0242;5500;;35402;HomeImp;;;;;;;;35.272073735
A0243;5500;87765;101053;DebtCon;ProfExe;22;0;0;55.558049044;2;13;31.375542416
A0244;5500;52897;65054;HomeImp;Office;20;0;0;189.29531847;0;19;20.654128896
A0245;5500;24700;35675;DebtCon;Other;1;0;3;153.93333333;3;27;
A0246;5500;;43132;HomeImp;Other;;;;;;;
A0247;5500;43486;81600;DebtCon;;4;0;0;216.13333333;4;30;
A0248;5500;21359;30000;DebtCon;Other;7;3;2;130.8;3;14;
A0249;5500;;13770;HomeImp;Mgr;5;0;1;167.36666667;1;8;
A0251;5500;87438;116679;HomeImp;ProfExe;6;0;0;186.42441602;1;27;28.417530896
A0253;5500;72147;69918;HomeImp;Sales;4;2;0;158.5344979;0;23;43.404430238
A0254;5500;40584;46645;HomeImp;Other;4;0;1;136.32063746;0;13;34.494708965
A0255;5500;;12972;HomeImp;Other;1;0;1;82.294266354;0;2;36.986744097
A0256;5500;37368;48502;HomeImp;Mgr;9;0;2;48.995845002;0;10;33.126483967
A0258;5500;71644;72696;HomeImp;Sales;4;2;0;150.86584513;0;22;40.442567785
A0259;5500;85845;122205;DebtCon;ProfExe;5;0;0;172.21327665;1;26;32.676640875
A0260;5600;53793;66379;HomeImp;Office;22;0;0;206.09913412;0;19;18.369540527
A0261;5600;69435;83489;DebtCon;ProfExe;14;0;0;200.41843402;1;17;22.841092848
A0263;5600;76407;77485;HomeImp;Other;9;0;0;91.683770634;0;24;37.773350976
A0264;5600;5000;66700;HomeImp;Other;31;1;1;204.06666667;0;11;
A0265;5600;55160;86800;HomeImp;Other;3;1;1;148.13333333;1;14;
A0266;5600;41439;53893;HomeImp;Office;8;;;181.32298993;;19;24.651395744
A0269;5700;;74685;;;;;;;;;24.274865275
A0270;5700;49514;58249;HomeImp;Office;21;0;0;212.53911509;0;21;21.258026878
A0271;5700;76948;85753;HomeImp;Other;7;0;0;128.47645151;0;25;37.85968784
A0272;5700;28127;36524;HomeImp;ProfExe;10;0;0;181.28295679;0;13;24.339533569
A0273;5700;;68591;HomeImp;Office;0;0;0;69.645660473;0;4;41.185039558
A0275;5700;49806;82242;DebtCon;;3;0;0;210.34747857;3;30;31.243408701
A0276;5700;70000;84579;DebtCon;Sales;0.1;0;0;95.9;1;17;
A0277;5700;58400;75000;HomeImp;ProfExe;4;0;0;177.5;2;26;
A0278;5700;80437;109647;HomeImp;ProfExe;9.5;0;0;104.4;0;14;
A0281;5700;71556;79538;HomeImp;Other;2;0;0;92.643084556;0;15;41.21001247
A0282;5700;;39052;HomeImp;Other;3;0;0;272.22062826;0;25;39.896104618
A0283;5700;74172;79846;DebtCon;ProfExe;0;0;0;157.00977472;0;28;47.415228659
A0284;5700;28116;33450;DebtCon;Other;0;1;0;15.396587392;9;7;30.017013296
A0288;5800;;41119;HomeImp;Other;2;0;0;261.40521864;0;26;42.191941556
A0289;5800;75000;90543;DebtCon;Mgr;18;0;0;300.4872058;1;23;38.940575356
A0290;5800;79296;86885;DebtCon;Mgr;19;0;1;307.9748816;1;23;39.959108765
A0291;5800;27791;46833;DebtCon;Mgr;3;0;0;83.289062746;1;13;30.187805389
A0292;5800;172595;250155;DebtCon;Sales;;0;0;126.40098356;0;21;43.20775979
A0293;5800;;34704;HomeImp;;;;;;;;34.174055545
A0294;5800;;73804;HomeImp;Office;1;0;0;71.766557161;0;4;41.287423388
A0296;5900;;28000;DebtCon;Self;1;2;1;36.766666667;1;8;
A0297;5900;70973;77989;HomeImp;Other;7;0;0;120.37941429;0;24;41.442500462
A0298;5900;;33100;HomeImp;Other;;0;0;238.6;1;2;
A0301;5900;25972;41856;DebtCon;Other;2;0;2;157.96001139;3;27;40.628278175
A0302;5900;74187;78976;HomeImp;Other;9;0;1;118.44249103;0;24;40.110407425
A0303;5900;;66903;;;;;;;;;32.782926828
A0305;6000;;69492;;;;;;;;;32.977197226
A0306;6000;95232;115977;HomeImp;Office;22;0;0;149.0229081;1;12;37.954336913
A0307;6000;47625;85925;HomeImp;Office;0.1;2;1;154.13333333;4;26;
A0308;6000;24600;30500;HomeImp;Other;4.5;0;1;116.1;8;34;
A0309;6000;65000;94355;;Other;26;1;3;69.3;1;34;
A0310;6000;;;HomeImp;Office;13;;2;122.76666667;;23;
A0311;6000;33600;;HomeImp;Other;2;0;0;140.93333333;1;20;
A0312;6000;42000;58305;DebtCon;Other;19;0;0;90;2;13;
A0313;6000;32446;54904;HomeImp;Other;2;0;0;51.733333333;1;9;
A0314;6000;9660;35900;DebtCon;Other;8;0;1;136.3;3;6;
A0316;6000;16878;25850;;Mgr;1;0;1;218.6;5;34;
A0317;6000;72951;80000;HomeImp;Other;22.8;0;0;343.9;1;47;
A0318;6000;43000;57460;HomeImp;Other;1.6;1;;101.5;;13;
A0319;6000;53500;64790;DebtCon;Other;0.1;0;2;105.4;3;18;
A0320;6000;69876;94394.07;HomeImp;Other;0;0;1;179.56666667;0;32;
A0321;6000;51000;86125;HomeImp;ProfExe;6;0;0;222.16666667;2;24;
A0322;6000;53227;68700;HomeImp;Mgr;3;0;2;122.73333333;0;23;
A0323;6000;;43300;HomeImp;Other;;;;100.93333333;;9;
A0325;6000;40000;54600;HomeImp;ProfExe;4;0;4;101.4;0;19;
A0326;6000;18793;27750;HomeImp;Mgr;6;0;3;119.7;0;8;
A0327;6000;179397;200000;DebtCon;ProfExe;5;6;0;90.3;6;29;
A0328;6000;;95500;HomeImp;Mgr;6;1;2;129.9;1;22;
A0330;6000;;53190;HomeImp;;0;0;0;;0;0;15.174415003
A0332;6000;129731;154113;HomeImp;ProfExe;12;0;0;213.53333333;0;19;
A0333;6100;48500;62500;DebtCon;Mgr;7;;4;111.3;2;11;
A0334;6100;;47400;;;;;;;;;
A0335;6100;91704;114799;HomeImp;Office;22;0;0;129.25008957;1;12;36.746766237
A0336;6100;47604;54966;HomeImp;Other;5;0;0;70.69532973;0;18;24.76674453
A0337;6100;;35250;HomeImp;Other;;;;303;;12;
A0338;6100;62751;95617;HomeImp;Other;1;0;0;138.64686318;1;13;31.757270694
A0340;6100;68743;65321;HomeImp;Sales;3;1;0;153.0667831;0;22;40.15052706
A0341;6100;79636;87276;HomeImp;Other;20;0;0;350.43613755;0;47;28.848276581
A0342;6100;;46830;HomeImp;;0;0;1;;0;0;13.306013076
A0343;6100;78753;95433;DebtCon;ProfExe;0;;;;;;28.925117417
A0344;6100;77265;97944;DebtCon;ProfExe;0;;;;;;28.876463055
A0345;6200;75657;84368;DebtCon;Sales;4;0;0;122.24494502;0;30;32.552543335
A0346;6200;171582;245730;DebtCon;Sales;;0;0;135.10893025;0;22;39.783818126
A0347;6200;;33909;HomeImp;;;;;;;;34.517404516
A0348;6200;46601;59486;HomeImp;Other;5;0;0;84.63211066;0;18;25.35001036
A0350;6200;45356;82054;DebtCon;;2;0;0;201.33448747;4;29;29.661710162
A0351;6200;;41657;HomeImp;Other;;;;293.95872355;;11;30.197630728
A0352;6200;;;DebtCon;Self;3;;;80.5;2;17;
A0354;6200;42100;57385;DebtCon;Other;8.5;0;1;164.8;1;28;
A0355;6200;70793;71552;HomeImp;Sales;3;2;0;162.94515692;0;23;40.315396587
A0356;6200;73881;98550;HomeImp;Other;0;0;1;182.8787798;0;31;37.19944569
A0357;6200;45787;64854;DebtCon;;4;;1;63.117023228;;16;36.538747338
A0359;6200;;51732;;;;;;;;;12.324707091
A0360;6200;133882;155222;HomeImp;ProfExe;9;0;0;212.53764322;0;19;20.616783656
A0361;6200;75623;89634;HomeImp;Other;24;0;0;324.68682941;0;47;28.285532103
A0363;6300;99469;116260;HomeImp;Office;23;0;0;124.74559549;1;12;35.642270107
A0364;6300;55000;69000;DebtCon;ProfExe;13;0;0;130.06666667;0;20;
A0365;6300;;72890;HomeImp;Office;1;0;0;41.250113587;0;3;39.198068218
A0366;6300;44226;57779;DebtCon;;7;;0;63.626413251;;16;33.111829109
A0367;6300;;39050;HomeImp;Other;;;;294.47804756;;12;31.447750409
A0368;6300;78724;80355;HomeImp;Other;24;0;0;335.07414261;1;46;31.177261304
A0369;6300;59793;98314;DebtCon;Self;2.2;0;0;120.73333333;0;8;
A0370;6300;65875;76000;DebtCon;Mgr;0.8;2;0;84;1;12;
A0371;6300;45582;89005;DebtCon;;2;0;0;209.35804693;4;30;29.595955514
A0372;6300;92659;117352;HomeImp;ProfExe;6;0;0;199.01192718;0;27;26.520049519
A0373;6300;58052;70091;DebtCon;ProfExe;9;0;4;153.78043854;1;30;21.719595981
A0375;6300;79667;96988;DebtCon;ProfExe;1;;;;;;29.835960721
A0376;6300;12476;32559;HomeImp;Office;12;3;6;227.12990511;0;23;23.31951678
A0377;6300;69357;73726;HomeImp;Sales;3;2;0;163.28393319;1;22;42.407814245
A0378;6300;26655;29792;DebtCon;Other;1;1;0;12.759267447;10;6;28.36185178
A0379;6400;25144;45200;HomeImp;Other;25;0;2;128;4;17;
A0380;6400;99131;125652;HomeImp;Other;8;;;419.3751538;1;50;42.244927573
A0382;6400;47251;58157;HomeImp;Other;0;0;;104.79246836;;13;36.416886965
A0385;6400;17491;63614;HomeImp;Office;23;0;0;325.29930871;0;12;40.244404369
A0386;6400;65215;74332;HomeImp;Mgr;9;;1;213.8321032;0;24;40.64461955
A0387;6400;62746;75016;DebtCon;ProfExe;12;0;0;133.10154783;0;20;40.188123128
A0388;6400;76732;78084;HomeImp;Other;8;0;0;109.19302137;0;26;37.964554318
A0389;6400;70035;78635;DebtCon;Sales;3;0;0;147.07716353;0;31;31.206129763
A0391;6400;51436;91284;DebtCon;;4;0;0;209.64289843;2;30;31.971971208
A0392;6400;44968;62747;HomeImp;Other;0;1;;101.39144532;;12;36.602947343
A0393;6400;9113;46351;HomeImp;Self;;0;0;202.25079583;0;11;45.114319388
A0395;6400;57887;74776;HomeImp;Mgr;3;0;1;126.32864372;0;22;28.756345434
A0397;6500;;37448;HomeImp;Other;;;;333.23089989;;11;29.011980578
A0398;6500;60054;70434;HomeImp;Other;1;0;0;127.06270157;2;21;37.800352933
A0399;6500;80739;97630;DebtCon;ProfExe;1;;;;;;30.531264536
A0400;6500;63144;76754;HomeImp;Mgr;2;0;2;129.0777116;0;23;29.055433128
A0403;6500;51724;87770;DebtCon;;4;0;0;209.32631158;4;29;30.343448604
A0404;6500;13600;;HomeImp;Other;14;2;5;115.36666667;1;16;
A0405;6500;48000;61000;DebtCon;Other;1;1;0;97.299756098;6;38;
A0406;6500;65000;80400;DebtCon;Other;15;0;0;224.86666667;0;13;
A0407;6500;22789;35836;HomeImp;Office;1;0;0;110.56666667;2;30;
A0409;6500;55000;88300;HomeImp;Office;29;0;0;234.4;1;17;
A0411;6500;70300;107500;DebtCon;Office;1;0;0;242.46666667;1;38;
A0412;6500;96314;105800;HomeImp;ProfExe;27;0;0;475.8;2;40;
A0414;6500;;70886;;;;;;;;;23.47088075
A0415;6500;183860;208910;DebtCon;ProfExe;4;6;0;86.452226941;6;29;69.8005248
A0418;6600;74376;84855;DebtCon;;3;;;;;;20.028353505
A0419;6600;;48800;HomeImp;;0;0;0;;0;0;12.219436152
A0420;6600;68733;81973;HomeImp;Other;5;0;0;96.977667199;0;14;42.211046784
A0421;6600;40926;50486;HomeImp;Office;10;;;179.80086812;;19;27.532376107
A0422;6600;95450;112630;HomeImp;Office;23;0;0;122.81558408;0;12;36.773458722
