CustomerID;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC
A0300;5900;82912;91175;DebtCon;ProfExe;2;;;;;;27.595273523
A0304;5900;106650;;DebtCon;Mgr;1;0;6;250.56666667;4;23;
A0315;6000;22859;32200;DebtCon;Other;4;0;0;83.333333333;3;20;
A0324;6000;14000;61493;HomeImp;Office;23;0;0;321.63333333;1;13;
A0329;6000;79046;103048;HomeImp;Other;0;0;0;181.69653802;0;32;37.289989924
A0331;6000;;43683;HomeImp;Other;;;;;;;21.935498813
A0339;6100;48300;53388;HomeImp;Office;9;;;178.48960216;;19;26.72002818
A0349;6200;60354;87596;HomeImp;ProfExe;5;0;0;210.17306467;2;23;34.054811237
A0353;6200;;80078;;;;;;;;;25.375544161
A0358;6200;75121;96462;DebtCon;ProfExe;0;;;;;;27.167655962
A0362;6200;45564;61956;HomeImp;Other;2;0;;101.16706032;;13;38.675140153
A0374;6300;49498;64296;DebtCon;Mgr;6;;4;111.20651324;1;10;38.577131937
A0381;6400;76577;83200;DebtCon;;5;;;;;;22.055034214
A0383;6400;53476;70157;DebtCon;ProfExe;7;0;3;164.31540986;1;30;21.137981572
A0384;6400;81116;86148;HomeImp;ProfExe;8;0;0;262.17542613;0;11;42.068268179
A0390;6400;39687;51666;HomeImp;Office;9;;;177.59135402;;19;26.1209597
A0394;6400;28041;33438;DebtCon;Other;1;1;0;10.42564285;10;6;29.753700283
A0396;6500;47949;53102;HomeImp;Office;9;;;180.84124987;;19;27.839006664
A0401;6500;33639;37345;HomeImp;ProfExe;11;0;0;191.0756559;0;13;24.227319339
A0402;6500;78741;90599;DebtCon;ProfExe;0;;;;;;29.198860669
A0408;6500;75113;115900;HomeImp;Office;29;0;0;332.73333333;2;38;
A0410;6500;60000;70000;DebtCon;ProfExe;9;0;0;54.766666667;2;24;
A0413;6500;81145;117530;HomeImp;Office;29;0;0;327.20063852;1;38;34.345837692
A0416;6500;58689;72557;DebtCon;Other;0;0;1;94.00805286;2;18;34.898413066
A0417;6600;62380;89742;HomeImp;Office;31;0;0;232.52729073;0;16;26.160494887
A0428;6700;;30544;DebtCon;Other;2;0;0;283.89723134;0;14;24.120451557
A0431;6700;27510;42495;DebtCon;Other;2;0;2;171.52648922;3;27;41.428597508
A0435;6700;48430;64358;HomeImp;Other;0;1;;108.35174747;;13;38.894194746
A0436;6700;29662;36195;HomeImp;Office;1;0;0;112.13708066;1;30;38.52863281
A0438;6700;;20631;HomeImp;Mgr;4;0;0;174.72183413;1;8;62.246451123
A0439;6700;54161;59714;HomeImp;Office;20;0;0;209.20630035;0;20;20.203517707
A0448;6800;31000;42000;DebtCon;Mgr;3.5;1;0;106.26666667;2;26;
A0461;6900;57257;63752;DebtCon;Other;10;2;0;138.23477796;0;22;38.372460882
A0465;6900;;57067;;;;;;;;;14.370985949
A0469;6900;;36191;HomeImp;Other;;;;311.86989931;;12;30.790620774
A0471;7000;73873;111781;DebtCon;Office;0;0;0;231.79991346;0;38;19.273579455
A0472;7000;74795;99149;HomeImp;Other;1;0;1;175.57144277;0;32;34.449664673
A0480;7000;142251;157250;HomeImp;Other;5;0;0;87.833333333;4;21;
A0485;7000;46000;66660;DebtCon;Office;1;0;1;138.23333333;0;9;
A0487;7000;58843;75300;HomeImp;Other;1.5;0;0;103.66666667;0;7;
A0526;7200;43705;50000;DebtCon;Other;9;0;2;235.36666667;6;16;
A0529;7200;;74610;HomeImp;Office;1;0;0;40.182134821;0;3;37.941253769
A0537;7300;60971.32;77375;DebtCon;Other;2;;;;;;
A0543;7300;139348;205981;DebtCon;ProfExe;1;0;0;60.424760757;2;22;36.812290634
A0544;7400;32832;50798;DebtCon;Other;10;0;0;221.3384208;1;31;36.009421486
A0547;7400;;44651;HomeImp;Other;2;0;0;271.91816905;0;25;42.930043097
A0553;7400;;54138;HomeImp;;1;0;0;;0;0;12.219679961
A0556;7400;71576;89068;DebtCon;Sales;0;0;0;94.782230694;0;17;42.803421995
A0560;7500;;51610;HomeImp;ProfExe;4;0;3;158.26666667;2;18;
A0566;7500;44744;60518;DebtCon;;6;;0;79.411229994;;16;34.397441727
A0570;7500;88056;104794;DebtCon;ProfExe;25;0;0;56.750113136;2;14;30.538906969
A0573;7500;;;HomeImp;Other;21;;;158.9;1;21;
A0576;7500;63500;86125;HomeImp;Other;5;0;0;136.1;0;8;
A0579;7500;;40150;HomeImp;Other;5;0;0;;1;0;
A0582;7500;126000;151380;HomeImp;ProfExe;18;0;2;75.666666667;1;13;
A0586;7500;;71799;HomeImp;Mgr;4;0;3;177.5;0;22;
A0609;7700;;67350;;;;;;;;;
A0618;7800;58399;65945;DebtCon;Other;1;0;1;106.63134156;2;18;37.02476444
A0623;7800;45391;61743;DebtCon;Other;12;0;0;105.08759384;0;22;36.70541274
A0632;7900;44682;57285;DebtCon;;7;1;0;110.07185689;1;25;25.409016713
A0635;7900;40827;55757;DebtCon;Other;14;0;0;87.603462439;0;11;31.850563903
A0648;8000;49232;61221;DebtCon;Other;23;0;0;258.19457767;3;29;41.246612634
A0674;8000;49000;60000;DebtCon;Mgr;11;0;0;107.53333333;1;19;
A0679;8000;86804;113000;DebtCon;Other;7;1;3;145.16666667;1;20;
A0683;8000;92487;113947;DebtCon;Other;8;0;3;151.81738872;0;19;26.457524449
A0685;8000;57361;71167;HomeImp;Mgr;2;0;1;130.76703495;0;22;29.381985445
A0688;8000;84730;123455;HomeImp;Other;9;;;;;;40.032649334
A0689;8000;58006;94930;HomeImp;ProfExe;4;0;0;223.20298954;2;24;30.913395837
A0692;8100;78508;200133;HomeImp;Self;14;0;0;9.1;;8;
A0700;8100;54841;71400;DebtCon;Office;6;0;0;89.233333333;2;15;
A0701;8100;66691;82768;DebtCon;;4;0;0;184.19341758;0;15;32.396509487
A0711;8200;39175;55848;HomeImp;Office;10;;;161.66158225;;18;24.200111438
A0730;8200;;49331;HomeImp;Other;9;0;0;305.88808215;2;12;33.718613864
A0731;8200;67489;80145;HomeImp;Other;2;0;0;104.39650664;0;7;36.912310875
A0739;8200;13392;34254;DebtCon;Other;3;0;0;267.91864156;0;11;21.929990488
A0743;8300;41481;50448;HomeImp;Mgr;20;0;1;230.84886345;1;18;35.88829101
A0747;8300;59761;75081;DebtCon;;17;0;0;147.94164245;1;11;31.959227235
A0749;8300;;41438;HomeImp;Other;;;;302.85663286;;12;30.104071436
A0750;8300;178745;251935;DebtCon;Sales;;0;0;130.7309108;0;22;42.358059882
A0755;8300;67839;76502;DebtCon;ProfExe;9;0;0;58.560174005;3;24;38.974293529
A0756;8300;35343;51986;DebtCon;Other;10;0;0;242.81896695;1;31;37.966606016
A0767;8400;62989;76718;HomeImp;Mgr;3;0;2;131.47138261;0;22;29.200400339
A0785;8400;57694;70782;HomeImp;Other;4;0;0;125.71032467;0;34;37.622785545
A0787;8400;102894;117799;HomeImp;Other;9;;;420.09816444;1;49;39.633190088
A0795;8500;30077;42770;DebtCon;Office;0.25;0;0;89.266666667;0;10;
A0804;8500;50569;60940;DebtCon;Mgr;6;0;0;189.94689772;0;22;29.202476735
A0808;8500;53459;62678;DebtCon;Mgr;13;0;0;116.86344909;0;18;30.05290208
A0809;8500;77954;82965;HomeImp;Other;25;0;0;350.7763043;1;46;28.584515556
A0818;8600;;47791;;;;;;;;;14.392536075
A0820;8600;36933;42289;DebtCon;Mgr;4;0;0;100.61642113;2;26;38.436490085
A0821;8600;21000;79000;HomeImp;ProfExe;21;0;0;239.43333333;0;11;
A0825;8600;58846;72733;DebtCon;ProfExe;14;0;0;233.17160046;3;32;39.775087851
A0837;8600;66366;75957;DebtCon;ProfExe;8;0;0;72.916721072;2;25;39.660408739
A0845;8700;53073;83415;DebtCon;;2;0;0;211.26878022;3;29;30.201509456
A0849;8700;30716;84778;HomeImp;ProfExe;19;0;0;219.08523561;0;10;23.808894154
A0855;8700;51950;67475;HomeImp;Other;4.5;0;1;246.46666667;2;16;
A0862;8700;58060;65605;DebtCon;Other;23;0;0;259.6838134;3;29;39.829999465
A0866;8700;56904;64122;DebtCon;Mgr;5;;4;119.55547341;2;11;38.695614603
A0868;8800;12750;;HomeImp;Office;23;;;;;;
A0872;8800;135899;202788;DebtCon;ProfExe;1;0;0;53.767621524;1;23;35.932025066
A0894;8900;60782;100000;HomeImp;ProfExe;14;0;8;129.86666667;0;36;
A0902;9000;50513;61190;DebtCon;Other;5;0;0;75.388551244;1;11;30.498005118
A0903;9000;75453;100646;DebtCon;ProfExe;3;0;0;126.30983495;0;26;33.75846632
A0909;9000;51091;68264;DebtCon;Other;22;0;0;277.7556619;2;29;39.387317549
A0910;9000;93521;126024;HomeImp;Other;9;;;411.75308126;1;49;41.664281039
A0914;9000;52257;58275;DebtCon;Sales;5;0;0;80.251800985;0;21;34.144725947
A0917;9000;84532;104000;DebtCon;ProfExe;3;0;0;50.666666667;1;3;
A0922;9000;50400;65000;DebtCon;Mgr;6;;;117.6;;24;
A0925;9000;29000;51740;;Other;31;0;0;243.2;0;19;
A0932;9000;50866;73064;DebtCon;Mgr;5;;;118.57000497;;23;40.1860615
A0933;9000;12340;36133;;;;;;;;;31.703814722
A0935;9100;;50391;;;;;;;;;15.024705832
A0943;9100;28550;40300;HomeImp;Other;5;0;0;109.53563552;7;33;23.082905342
A0944;9100;24721;34462;DebtCon;Other;1;0;0;28.100520363;9;7;27.520682167
A0958;9200;70715;85000;DebtCon;Office;26;0;0;143.06666667;2;23;
A0973;9300;59617;67709;HomeImp;Other;4;0;1;243.8307278;1;16;35.968280746
A0975;9300;58051;65334;DebtCon;Mgr;6;;;113.2818573;;23;41.860039809
A0976;9300;39307;51680;DebtCon;Office;8;0;0;196.0146349;0;23;30.731571704
A0977;9300;84900;105798;DebtCon;ProfExe;2;0;0;41.807204596;1;3;26.956697896
A0981;9300;44026;70535;HomeImp;Office;12;3;1;245.9;2;29;
A0995;9400;85448;94101;DebtCon;Other;2;0;0;104.11336317;2;32;39.54184797
A0996;9400;56508;78358;DebtCon;;17;0;0;141.93115618;0;11;32.327495049
A1004;9400;122412;178547;DebtCon;Other;7;0;0;226.08880709;0;19;35.463386978
A1006;9400;53756;76077;HomeImp;Office;12;2;0;244.11665292;2;29;33.374570631
A1007;9400;81546;119128;HomeImp;Office;30;0;0;328.17812369;2;38;34.150319383
A1009;9400;71600;99682;DebtCon;Other;16;;;159.03637066;4;16;25.607228233
A1010;9400;77715;101258;DebtCon;Mgr;2;0;0;65.876586717;1;23;38.108000987
A1011;9400;52598;74747;DebtCon;Mgr;6;;;129.34382449;;24;42.265466118
A1012;9400;51505;84178;HomeImp;Other;19;0;0;202.69796289;0;16;35.530613427
A1014;9400;53244;62245;DebtCon;Other;23;0;0;276.78774402;3;28;37.821851509
A1015;9400;77410;116693;DebtCon;Office;0;0;0;245.08365185;0;37;17.176900657
A1028;9500;21900;35250;HomeImp;Mgr;16;0;0;59.866666667;1;10;
A1029;9500;59494;75930;HomeImp;Other;0;0;0;98.99850784;0;6;36.888436373
A1035;9500;;40000;HomeImp;Other;10;0;0;36.5;1;1;
A1042;9600;42357;99756;HomeImp;Office;4;1;4;354.65022495;0;30;36.525172928
A1045;9600;53196;63942;DebtCon;Other;16;0;4;227.56368402;0;36;24.016769941
A1050;9600;50655;59502;DebtCon;Other;0;0;0;93.432844102;0;20;37.982353508
A1060;9700;21883;67432;HomeImp;Office;24;0;0;308.99557574;1;12;41.414280651
A1062;9700;55986;73000;DebtCon;Other;2.5;0;1;207.16666667;2;29;
A1064;9700;5801;58305;HomeImp;Other;8;2;1;352.96666667;1;22;
A1066;9700;53000;56000;DebtCon;Office;2;0;0;75.033333333;5;18;
A1069;9700;44652;63232;DebtCon;Other;9;0;0;102.16551363;0;22;37.034875874
A1070;9700;59633;70398;HomeImp;Other;4;0;0;239.03820584;1;16;38.867248989
A1073;9700;32660;54536;DebtCon;Office;0;0;0;156.4821057;0;13;67.32490355
A1091;9800;53643;113161;DebtCon;ProfExe;5;0;1;230.30325656;0;9;23.773610404
A1092;9800;80267;209931;HomeImp;Self;14;0;0;0.5071145295;;8;19.969628699
A1103;9900;37609;120186;DebtCon;Other;;0;0;176.36783901;3;30;53.178911112
A1106;9900;79379;205346;HomeImp;Self;14;0;0;20.214194867;;7;19.799427915
A1112;9900;111000;134347;DebtCon;ProfExe;16;;1;180.63333333;1;33;
A1124;9900;54961;70609;DebtCon;Mgr;6;;4;105.9346916;2;11;40.70254787
A1132;10000;48300;74600;;Other;14;0;1;179.1;2;31;
A1144;10000;20500;54600;HomeImp;Self;15;0;0;160.33333333;2;11;
A1145;10000;;;HomeImp;Other;;;;;;;
A1157;10000;31000;58240;DebtCon;Mgr;;;;;;;
A1160;10000;59764;77870;DebtCon;Sales;7;0;0;136.9;0;35;
A1163;10000;34767;51000;HomeImp;Other;23;0;1;121.73333333;0;23;
A1167;10000;131589;156000;HomeImp;ProfExe;5;0;1;419.03333333;1;43;
A1180;10000;46946;65000;HomeImp;Office;7.2;0;1;80.1;1;12;
A1181;10000;75000;103600;HomeImp;Mgr;17.6;0;0;171.43333333;0;24;
A1189;10000;42321;53800;DebtCon;Other;4;0;0;275.9;0;19;
A1194;10000;50070;60670;HomeImp;Other;5;2;0;15.233333333;0;1;
A1195;10000;16288;48600;DebtCon;Other;24;0;0;268.83333333;1;16;
A1197;10000;;65088;HomeImp;Mgr;3.5;4;5;205.06666667;2;39;
A1200;10000;91000;110000;DebtCon;Other;16;1;3;123.76666667;2;22;
A1215;10100;32608;47377;HomeImp;Other;9;0;0;67.38706567;0;3;35.690193036
A1231;10100;58446;71145;HomeImp;Other;4;0;1;244.62436764;1;15;38.117306388
A1236;10100;;69451;;;;;;;;;22.519685436
A1243;10200;55539;65357;DebtCon;Mgr;5;0;0;190.94593081;1;17;28.640823727
A1247;10200;52310;74117;DebtCon;Other;13;0;3;118.69578554;2;23;
A1250;10200;71111;80385;DebtCon;Office;4;1;2;170.28188255;2;29;38.62337208
A1254;10200;48670;90444;HomeImp;Other;;1;1;89.355474878;;7;39.15104729
A1267;10200;;64377;HomeImp;Other;;0;0;347.24501311;0;6;37.774681559
A1272;10300;79243;89840;DebtCon;Office;16;0;0;87.825346176;0;9;24.479373218
A1279;10300;74624;96697;DebtCon;Office;7;0;0;217.23532123;3;28;41.511300788
A1286;10300;65876;80064;DebtCon;;3;0;0;220.82597888;0;15;30.633131002
A1287;10300;57902;74355;HomeImp;Other;4;0;0;243.6309162;1;16;36.574441888
A1302;10400;39821;54040;HomeImp;Mgr;21;1;0;231.60541135;1;18;36.439736731
A1303;10400;78320;100017;DebtCon;Other;10;0;0;167.42253971;4;21;41.974878281
A1308;10500;60145;63268;HomeImp;Other;4;0;0;122.49607792;0;34;36.736870753
A1314;10500;26000;39000;DebtCon;Other;9;;1;152.23333333;7;29;
A1316;10500;53537;66674;DebtCon;Office;4;0;0;83.503094799;2;11;37.098413449
A1322;10500;74000;89000;DebtCon;Mgr;6;0;0;138.03333333;2;27;
A1323;10500;41500;56247;DebtCon;Other;8;0;1;70.033333333;2;24;
A1347;10600;82365;100272;DebtCon;ProfExe;3;1;0;122.48359427;0;26;33.651646949
A1355;10600;43676;61576;DebtCon;Other;6;0;0;84.839126053;1;10;30.868137501
A1363;10600;27666;56218;HomeImp;Other;3;0;0;249.85118993;0;10;39.528326336
A1364;10600;64546;84576;DebtCon;Other;0;;;173.62528427;;35;28.971803768
A1366;10600;56352;75277;DebtCon;Office;5;0;0;98.377278192;2;15;26.242394307
A1367;10600;72022;82238;DebtCon;Office;5;1;2;181.76894044;3;30;39.594148271
A1369;10700;85198;107044;HomeImp;ProfExe;0;0;0;66.758325469;0;19;36.846466819
A1376;10700;55043;68609;DebtCon;Other;2;0;0;46.272175955;1;17;25.448844532
A1379;10700;49573;68125;DebtCon;Other;2;0;0;223.2;0;10;
A1391;10700;29569;47842;DebtCon;Other;12;;1;144.81717461;7;28;36.784582009
A1392;10800;199000;226000;HomeImp;ProfExe;11;0;0;236.36666667;0;22;
A1394;10800;98568;121994;;Office;15;0;0;270.26516526;0;16;33.658292221
A1398;10800;70214;83882;DebtCon;Office;4;1;2;172.79930087;3;30;38.588823585
A1402;10800;31149;67239;DebtCon;Mgr;;;;;;;35.265437376
A1406;10800;;;;;;;;;;;
A1410;10800;67740;108135;DebtCon;Office;11;0;0;163.27383179;1;12;38.383498378
A1411;10800;194485;228670;HomeImp;ProfExe;1;0;0;75.458150356;;4;28.370130884
A1417;10800;;49495;HomeImp;Mgr;5;;;141.16529822;;8;21.079998939
A1418;10800;83441;92148;DebtCon;Mgr;5;0;0;119.14584404;1;26;40.978635322
A1420;10800;67171;82138;HomeImp;Other;2;0;0;89.124526305;0;6;38.8031464
A1423;10800;42191;57224;DebtCon;Other;15;0;0;68.810826166;0;11;30.518229752
A1431;10900;;66691;HomeImp;Other;;0;0;349.75236213;0;7;34.34334852
A1433;10900;56793;68825;DebtCon;Other;3;0;0;225.88904146;0;9;34.727875189
A1435;10900;51990;76918;HomeImp;Other;0;0;1;180.81810233;0;12;29.555406533
A1442;11000;52602;61496;DebtCon;Other;13;0;0;107.34006616;0;22;37.699108592
A1446;11000;77929;102942;HomeImp;ProfExe;8;0;0;173.8298837;0;34;33.897772554
A1458;11000;15129;29375;DebtCon;Office;6;0;1;102.43333333;0;17;
A1461;11000;102000;120000;DebtCon;;3;0;0;125.8;1;26;
A1462;11000;63847;86500;HomeImp;Office;26;0;0;170.43333333;2;14;
A1468;11000;41000;63450;HomeImp;Other;2.9;;;;;;
A1473;11000;54641;65705;DebtCon;Other;5;0;0;323.19292763;0;10;33.299628394
A1478;11000;50178;64427;DebtCon;Other;5;0;0;67.636289053;1;11;28.689928357
A1479;11000;77723;107245;HomeImp;ProfExe;5;0;0;115.55852962;0;26;26.91192966
A1480;11000;46093;60563;DebtCon;Mgr;4;0;0;190.48216428;1;21;29.578148133
A1485;11000;;56851;HomeImp;Other;10;0;0;308.43564919;2;13;31.075616581
A1487;11100;47689;52910;HomeImp;Mgr;21;1;1;224.48075013;1;18;34.947076581
A1503;11100;105226;122901;DebtCon;;3;0;0;113.68878037;1;26;33.896642978
A1519;11200;93649;113833;DebtCon;Other;13;0;0;205.11724572;3;16;39.126130259
A1523;11200;68890;84059;DebtCon;Office;12;0;0;254.01968935;3;36;41.433943797
A1525;11200;114000;139200;DebtCon;Mgr;5;0;0;213.56666667;1;36;
A1536;11300;64437;79857;DebtCon;Office;5;0;0;88.789155967;2;14;27.899267889
A1541;11300;46120;52911;HomeImp;Mgr;19;0;0;229.44157776;1;17;36.334814357
A1543;11300;129489;195105;HomeImp;Office;0;0;1;356.31348584;0;16;41.634017956
A1544;11300;54984;63958;DebtCon;Mgr;4;0;0;190.92092996;1;16;28.086854837
A1557;11300;74783;100909;HomeImp;ProfExe;5;0;0;85.664833722;0;34;35.947854706
A1558;11400;;29374;HomeImp;Office;20;0;0;207.93025578;1;15;38.955124742
A1559;11400;;38246;HomeImp;Other;;;0;88.886975341;0;10;37.658388771
A1560;11400;75705;90727;DebtCon;Mgr;5;0;0;143.10103259;2;27;42.169926729
A1566;11400;56789;74016;HomeImp;Other;7;0;0;127.62547457;0;16;33.027143557
A1570;11400;28043;87684;HomeImp;ProfExe;20;1;1;229.17795924;0;10;25.489994512
A1573;11400;84278;200480;HomeImp;Self;14;0;0;4.4127700608;;8;19.112485067
A1576;11400;52068;80643;HomeImp;Other;2;0;2;199.08772113;0;13;29.462134076
A1593;11500;29281;37717;HomeImp;Mgr;15;0;0;61.915444655;0;9;30.702428546
A1596;11500;59781;69864;DebtCon;Other;4;0;1;312.54739604;0;9;31.181801354
A1608;11600;45917;60000;DebtCon;Other;10;0;1;304.36666667;3;27;
A1611;11600;36357;56514;;Other;31;0;0;237.81896639;0;19;20.181582401
A1613;11600;64510;71105;DebtCon;ProfExe;5;0;0;150.26333198;1;34;43.239187116
A1617;11600;;36474;HomeImp;Other;;;1;93.727138031;0;10;37.202953562
A1619;11700;;67940;HomeImp;Mgr;3;3;4;204.02559324;1;38;
A1625;11700;52650;63646;DebtCon;Other;0;1;0;194.76099992;1;13;27.610844064
A1629;11700;84863;91737;DebtCon;Other;0;4;0;;0;4;30.330811492
A1636;11700;74783;86227;DebtCon;Mgr;7;0;0;116.75680052;0;23;28.019227084
A1644;11700;96532;107600;DebtCon;Other;12;0;0;214.86981675;2;15;40.287411441
A1646;11800;74512;93328;HomeImp;Office;4;5;0;117.91881998;;16;58.295989944
A1647;11800;118053;125325;DebtCon;Self;5;0;0;181.17206513;0;18;33.200397325
A1657;11800;86785;125552;DebtCon;Office;11;0;0;148.17649241;1;22;37.884449327
A1665;11800;112146;140781;DebtCon;ProfExe;14;;0;170.70050749;0;32;29.942492402
A1669;11900;56443;86913;DebtCon;Office;12;0;0;119.85940967;0;24;38.861656969
A1670;11900;85486;109386;HomeImp;ProfExe;11;0;1;175.54256546;0;28;33.670908179
A1677;11900;28329;80963;HomeImp;ProfExe;21;0;0;239.45711772;0;10;24.534997192
A1678;11900;117550;144178;DebtCon;ProfExe;15;;1;170.9458328;1;32;29.099981214
A1689;11900;78959;104371;DebtCon;Mgr;1;0;0;79.081397224;1;23;40.02421108
A1691;11900;114329;143915;DebtCon;ProfExe;15;;1;185.57266828;0;32;28.977738657
A1705;12000;50581;70171;HomeImp;Other;;0;2;206.3192338;1;12;29.843136669
A1718;12000;46000;60200;DebtCon;Other;4;0;0;176.5;0;14;
A1726;12000;94000;112125;HomeImp;Office;2;0;0;143.03333333;1;22;
A1727;12000;72000;106000;DebtCon;Other;6;0;0;78.066666667;2;14;
A1739;12000;;;HomeImp;Other;19;0;8;195.83333333;0;13;
A1741;12000;36000;51900;DebtCon;Other;0.1;0;0;247.5;1;10;
A1754;12000;36072;62960;DebtCon;ProfExe;8;0;0;288.5298732;0;16;22.423002459
A1757;12000;88210;114224;DebtCon;ProfExe;8;0;0;203.46897898;1;36;41.572971522
A1761;12000;48189;53969;DebtCon;Other;5;0;0;276.38174269;0;18;65.495243152
A1762;12000;98428;114820;DebtCon;Other;16;0;1;188.14820819;2;15;36.737721285
A1770;12100;29097;72647;DebtCon;Other;8;;;109.51487945;1;22;45.304760569
A1777;12100;12000;33938;DebtCon;Mgr;9;0;0;118.76666667;0;11;
A1780;12100;67927;94126;DebtCon;Other;2;0;0;35.53887812;2;3;38.847597081
A1788;12100;71060;79744;DebtCon;Other;3;;;179.86634886;;35;29.89415099
A1810;12200;57112;76050;DebtCon;Other;1;0;0;235.22926877;0;9;35.113185331
A1818;12300;152107;179793;DebtCon;ProfExe;7;;1;212.78299558;3;25;43.134095051
A1822;12300;69499;104045;DebtCon;Other;8;0;0;219.09048911;0;20;18.58475695
A1823;12300;60200;77079;HomeImp;Office;13;0;0;242.24413818;1;32;45.394168545
A1828;12300;77000;94000;DebtCon;Mgr;41;;4;212.86666667;4;17;
A1833;12300;90006;121122;DebtCon;Office;9;0;0;133.49754075;1;21;36.91048167
A1837;12300;50441;56656;DebtCon;Office;1;0;0;186.45101665;0;21;35.452607421
A1841;12300;92573;119325;DebtCon;ProfExe;2;1;2;157.6206429;0;33;34.775102513
A1844;12300;68024;78800;DebtCon;Sales;7;0;0;125.50405141;0;35;29.293344354
A1853;12400;16375;36672;DebtCon;Mgr;8;0;0;120.67492799;0;11;24.089437148
A1865;12400;24769;87665;HomeImp;ProfExe;21;0;0;238.38276937;0;11;25.332201314
A1868;12500;37562;57081;HomeImp;Other;22;0;1;129.48684395;0;23;39.083002442
